id:252244149, num_bboxes:5, num_nps:4, all matchings:4, correct_count:2, wrong_count:4 
id:7294645258, num_bboxes:5, num_nps:4, all matchings:5, correct_count:4, wrong_count:8 
id:3515358125, num_bboxes:4, num_nps:5, all matchings:4, correct_count:4, wrong_count:4 
id:3033741581, num_bboxes:4, num_nps:2, all matchings:2, correct_count:2, wrong_count:6 
id:1287920676, num_bboxes:4, num_nps:2, all matchings:2, correct_count:2, wrong_count:3 
id:4979030668, num_bboxes:5, num_nps:5, all matchings:5, correct_count:5, wrong_count:5 
id:4116937168, num_bboxes:5, num_nps:4, all matchings:5, correct_count:2, wrong_count:2 
id:967719295, num_bboxes:5, num_nps:3, all matchings:3, correct_count:2, wrong_count:4 
id:186007260, num_bboxes:3, num_nps:3, all matchings:2, correct_count:1, wrong_count:2 
id:3173014908, num_bboxes:3, num_nps:2, all matchings:2, correct_count:1, wrong_count:2 
id:3642570796, num_bboxes:4, num_nps:5, all matchings:4, correct_count:3, wrong_count:7 
id:1354495198, num_bboxes:5, num_nps:2, all matchings:3, correct_count:0, wrong_count:2 
id:8099697706, num_bboxes:4, num_nps:4, all matchings:4, correct_count:0, wrong_count:0 
id:4468542868, num_bboxes:5, num_nps:3, all matchings:4, correct_count:4, wrong_count:10 
id:5610848512, num_bboxes:3, num_nps:4, all matchings:1, correct_count:1, wrong_count:5 
id:354017707, num_bboxes:4, num_nps:4, all matchings:3, correct_count:2, wrong_count:8 
id:3582465732, num_bboxes:4, num_nps:3, all matchings:3, correct_count:3, wrong_count:1 
id:2475162978, num_bboxes:3, num_nps:4, all matchings:3, correct_count:3, wrong_count:1 
id:2612040125, num_bboxes:5, num_nps:3, all matchings:3, correct_count:3, wrong_count:1 
id:2703155733, num_bboxes:4, num_nps:3, all matchings:4, correct_count:4, wrong_count:7 
id:2713897716, num_bboxes:3, num_nps:3, all matchings:2, correct_count:2, wrong_count:1 
id:2312746782, num_bboxes:4, num_nps:4, all matchings:4, correct_count:4, wrong_count:5 
