id:6181931777, num_bboxes:7, num_nps:7, all matchings:3, correct_count:0, wrong_count:4 
id:5522182662, num_bboxes:5, num_nps:4, all matchings:4, correct_count:2, wrong_count:0 
id:4541692312, num_bboxes:7, num_nps:4, all matchings:4, correct_count:0, wrong_count:1 
id:2837804631, num_bboxes:3, num_nps:3, all matchings:2, correct_count:1, wrong_count:0 
id:2691147709, num_bboxes:5, num_nps:3, all matchings:3, correct_count:1, wrong_count:0 
id:4872533521, num_bboxes:8, num_nps:5, all matchings:8, correct_count:0, wrong_count:5 
id:2622177159, num_bboxes:7, num_nps:5, all matchings:5, correct_count:3, wrong_count:0 
id:4430517017, num_bboxes:9, num_nps:4, all matchings:5, correct_count:0, wrong_count:1 
id:496555371, num_bboxes:6, num_nps:3, all matchings:3, correct_count:0, wrong_count:3 
id:485357535, num_bboxes:7, num_nps:5, all matchings:6, correct_count:2, wrong_count:2 
id:4833952388, num_bboxes:8, num_nps:6, all matchings:4, correct_count:2, wrong_count:1 
id:7162674846, num_bboxes:6, num_nps:7, all matchings:5, correct_count:2, wrong_count:1 
id:3503011427, num_bboxes:6, num_nps:4, all matchings:4, correct_count:2, wrong_count:0 
id:2158925258, num_bboxes:7, num_nps:3, all matchings:4, correct_count:2, wrong_count:0 
id:4151424348, num_bboxes:10, num_nps:5, all matchings:5, correct_count:1, wrong_count:1 
id:4888969156, num_bboxes:4, num_nps:4, all matchings:4, correct_count:4, wrong_count:0 
id:2667108760, num_bboxes:9, num_nps:6, all matchings:5, correct_count:3, wrong_count:1 
id:2469878877, num_bboxes:7, num_nps:4, all matchings:4, correct_count:1, wrong_count:1 
id:1449625950, num_bboxes:5, num_nps:3, all matchings:3, correct_count:1, wrong_count:1 
